Sentiment,Headline
1,Airvana is UMTS Home Base Station femto cell uses softwarebased functionality and offtheshelf silicon to accelerate feature development and reduce product cost
1,According to Seppnen the new technology UMTS solution network building costs are by onethird lower than that of the building of networks operating at MHz frequency
1,The costs of the new ropax vessels are lower than those of the present ones
1,The program is target is structural cost reductions of about EUR in
1,UPMKymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions
0,NUMERIC NUMERIC February NUMERIC Finlandbased steel maker Rautaruukki Oyj or Ruukki said today it slipped to a largerthanexpected pretax loss of EURm in the fourth quarter of NUMERIC from a yearearlier profit of EURm
0,Feb NUMERIC Finlandbased steel maker Rautaruukki Oyj or Ruukki said today it slipped to a largerthanexpected pretax loss of EUR NUMERIC million in the fourth quarter of NUMERIC from a
0,Result before taxes decreased to nearly EUR compared to nearly EUR in the previous accounting period
0,The company slipped to an operating loss of EUR million from a profit of EUR million
0,NUMERIC April NUMERIC Finnish construction and engineering company Outotec Oyj HEL OTEV said today it slipped to a net loss of EUR in the first quarter of NUMERIC from a net profit of EUR in the corresponding period last year
0,Cramo slipped to a pretax loss of EUR million from a pretax profit of EUR million
0,Finnish IT solutions provider Affecto Oyj HEL AFEV said today its slipped to a net loss of EUR USD in the second quarter of NUMERIC from a profit of EUR in the corresponding period a year earlier
0,In Comptel slipped to a net loss of EUR from a profit of EUR in the previous year
0,In of profit before taxes amounted to EUR down from EUR in of
0,ADPnews Feb NUMERIC Finnish real estate investor Sponda Oyj HEL SDAV said today that it slipped to a net loss of EUR million USD in NUMERIC from a profit of EUR million in
0,ADPnews Jul NUMERIC Finlandbased steel maker Rautaruukki Oyj Ruukki HEL RTRKS said today it slipped to a net loss of EUR NUMERIC million USD for the first half of NUMERIC from a net profit of EUR NUMERIC
0,Profit before taxes amounted to EUR down from EUR a year ago
0,Profit before taxes decreased by to EUR in the first nine months of compared to EUR a year earlier
0,Profit before taxes decreased to EUR from EUR the year before
0,Profit before taxes was EUR down from EUR 
0,The company is profit before taxes fell to EUR in the third quarter of compared to EUR in the corresponding period in
1,In AugustOctober the company is result before taxes totalled EUR up from EUR in the corresponding period in
1,Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies
1,The plan is estimated to generate some EUR NUMERIC million in cost savings on an annual basis
1,Finnish pharmaceuticals company Orion reports profit before taxes of EUR in the third quarter of up from EUR in the corresponding period in
1,Finnish Sampo Bank of Danish Danske Bank group reports profit before taxes of EUR in up from EUR in
1,Profit after taxes for the period was up to EUR from EUR last year
1,Profit before taxes was EUR up from EUR a year earlier
0,Also construction expenses have gone up in Russia
0,NUMERIC August NUMERIC Finnish measuring equipment maker Vaisala Oyj HEL VAIAS said today that its net loss widened to EUR in the first half of NUMERIC from EUR in the corresponding period a year earlier
0,Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to mln euro mln for the first quarter of fiscal ending October NUMERIC from euro mln for the same period of fiscal
0,ADP News Apr NUMERIC Finnish business information systems developer Solteq Oyj HEL STQV said today its net loss widened to EUR USD for the first quarter of NUMERIC from EUR for the same peri
0,Salonen added that data shows producers pulp inventories in North America are declining
0,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons for the fifth quarter running
1,For the current year Raute expects its net sales to increase and the operating result to be positive
1,Turnover surged to EUR from EUR due to increasing service demand especially in the third quarter and the overall growth of its business
1,As a result the company currently anticipates net sales to increase and the operating result to be positive
1,Asimilar agreement was signed between China Mobile Ltd the largest mobile carrier and theGPS and social networking service provider promoting GyPSii service before Beijing NUMERIC Olympic Games according to thelatest news
1,UPM is deliveries increased during the third quarter by NUMERIC percent and the efficiency of operations improved Chief Executive Jussi Pesonen said
1,Global sports equipment maker Amer Sports Corp whose brands include Atomic Salomon and Wilson saw a NUMERIC percent increase in thirdquarter net profit to EURO million NUMERIC million on strong sales and cost cuts
1,Due to rapid expansion the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled NUMERIC percent in November against percent in November
1,Finnish industrial investor Panostaja Oyj OMX Helsinki PNAAS OMX Helsinki PNABS said on Friday NUMERIC July that it has signed a deal to acquire the entire share capital of Kospa Oy the manufacturer of waste disposal equipment
1,Stora Enso shares rose pct to eur UPMKymmene was also dragged higher rising pct to eur and MReal added pct to eur
0,Cash Flow from Operations for the most recent quarter also reached a eight year low
1,Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt
1,The stock price rose ores or to close at SEK ending a twoday streak of losses
1,Earnings per share amounted to EUR up from the loss of EUR
1,Earnings per share were EUR up from the loss of EUR
1,Operating profit totalled EUR up from an operating loss of EUR yearonyear
1,Operating profit totalled EUR up from a loss of EUR in the second quarter of
1,Operating result including nonrecurring items rose to EUR from a loss of EUR in
1,Tiimari the Finnish retailer reported to have geenrated quarterly revenues totalling EUR in the th quarter up from EUR loss in
1,Earnings per share EPS amounted to EUR up from the loss of EUR
1,Operating profit totalled EUR up from a loss of EUR in the fourth quarter of
1,Operating profit was EUR up from a loss of EUR a year earlier
1,The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some
1,Okmetic is products are based on hightech expertise that generates added value for customers innovative product development and an extremely efficient production process
1,NUMERIC September NUMERIC Finnish stationery and gift retailer Tiimari HEL TIIV said today its net sales rose by yearonyear to EUR in August driven by growth in Finland while demand in the Baltics remained weak
1,By CET on Monday shares in Bavarian Nordic had climbed to DKK on the stock exchange in Copenhagen after having lost in the past month
1,For example net sales increased by from the first quarter and EBITDA increased from a negative EUR in the first quarter of
1,Mobile phone sales rose to billion euros while enterprise solution sales dropped to NUMERIC million euros
0,RISING costs have forced packaging producer Huhtamaki to axe NUMERIC jobs at its Hampshire manufacturing plant
0,However the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry and they impacted on our results
0,At this growth rate paying off the national debt will be extremely painful
0,Operating loss increased to EUR from a loss of EUR in
0,The payment of million litas in interest on a longterm loan provided by Ragutis majority shareholder Estonia is Le Coq also added to the losses
0,At the moment Valio is not worried but if the ban continues for long it may become quite a problem
1,Sponda will record a profit from the sale of mln euro
1,Cencorp estimates that its net sales in the last quarter will be as earlier stated EUR to EUR and operating profit is estimated to be positive
1,Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies
1,Repeats sees NUMERIC EBITA above NUMERIC pct of sales
1,By separating side businesses we will be able to faster expand and develop Tapro retail network
1,Our strategic cooperation with Rentakran brings us new customers and alreadyworking relationships with the authorities of the new territories said Jarmo Laasanen a senior manager at Cramo
1,After the share purchase is completed financing will also be provided to expand Latvia is broadband infrastructure and to develop new areas of business including acquisitions of other companies
1,In terms of profitability and earnings NUMERIC was the best year in our history Chief Executive VeliMatti Mattila said
1,The Government has had a very professional approach in assessing the offer
1,The margarine business has been put into good shape in the last two years making it a natural addition to Bunge which is looking to leverage its position in the Central and Northern European markets Raisio CEO Matti Rihko said in a statement
1,This is a win for all OEMs targeting to develop WiMAX products
1,portion million will be recorded as part of its winnings in a prior patent dispute with Finnish phone maker Nokia Oyj
1,Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer bypasses Elcoteq Tallinn says Jan Kotka CEO of Elcoteq Tallinn
1,According to ARehu is Managing Director Jouko Lahtinen the project will stabilise costs and improve supply security
1,According to CEO Matti Karppinen Frozen Foods posted a good result in as it did in
1,According to Viking Line is Managing Director NilsErik Eklund the company is Board of Directors is very satisfied with Viking Line is performance
1,Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR million and will be effected mostly during the first half of
1,At the same time sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg
1,Benefon a wireless and GPS technology company will supply Karputer with its TWIG navigation platform a GPS satellite navigation and voice guidance service
1,Biohit and VWR have been in close cooperation for a number of years in the US where Biohit is one of VWR is focus suppliers
1,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination
1,Demand was brisk as expected and order levels have remained high
1,During the past decade it has gradually divested noncore assets and bought several sports equipment makers including Californiabased Fitness Products International and Sparks Nevadabased ATEC a leading maker of baseball and softball pitching machines
1,Espoon kaupunki awarded contracts for personal care products
1,Exports accounted for of net sales representing an all time record for the company
1,Finland is Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania is secondbiggest city of Kaunas and to supervise the construction process
1,Finnish construction company YIT Oyj said on November NUMERIC it won a NUMERIC mln euro mln contract to construct the new office building for local property company Tapiola Real Estate Oy
1,In Kone received an order from Aker Yards to supply NUMERIC customised elevators for the very first Genesis cruise ship which is scheduled to be completed in
1,In addition to fireplace exports demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year
1,Kalmar has been awarded a new year contract to supply its Rough Terrain Container Handler RTCH
1,Major Order in India Comptel Corporation has received a significant longterm order for mediation and provisioning solutions being used by a leading operator in India
1,Managing Director Kari Inkinen says that Sponda is leasing operations developed highly favourably
1,Net cash flow from operations is expected to remain positive
1,Of the price Kesko is share is NUMERIC mln euro mln and it will recognize a gain of mln euro mln on the disposal which will be included in the result for the second quarter of
1,Olvi has posted a strong set of figures for the first six months of this year
1,Operating profit improved by to EUR from EUR in
1,Our standardised services have met with a positive reception among our customers as well as at Itella
1,Performance in the second half of NUMERIC exceeded expectations
1,Ponsse projects the forest machine markets to improve more than expected in NUMERIC from the previous year
1,Ragutis which is based in Lithuania is secondlargest city Kaunas boosted its sales last year per cent to million liters
1,Raisio is bid to buy Glisten is a winwin deal for both companies the chairman of the UK snacks firm told justfood today NUMERIC February
1,Stora Enso owns NUMERIC percent of Bergvik and earns therefore SEK bn on the value appreciation
1,Talvivaara also maintains its assumption of turning cash flow positive before the year end
1,Thanksto improvements in demand and the adjustments we have made theutilization rates of Cramo is fleet have substantiallyimproved
1,The acquisition is expected to improve access to chrome ore resources in Turkey
1,The aim is an annual improvement in Ruukki Construction is operating profit of more than EUR NUMERIC million USD starting in
1,The company estimates that the trend in demand for sports equipment will be steady in NUMERIC Amer is report said
1,The estimated synergy benefits are at least EURm annually
1,The Group is business is balanced by its broad portfolio of sports and presence in all major markets
1,The objective of the planned measures is to achieve significant savings in the next few years
1,The rebuilds are designed to improve the machines performance and product quality
1,The transaction will have a positive impact of around EURm on earnings which Ruukki will recognize during the fourth quarter of this year
1,When the situation normalises the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow in particular
1,This is a repeat order to follow successfully installed NUMERIC elevators in the same Delhi metro system Kone spokeswoman told Thomson Financial News
1,Our customers now have the chance to make bookings for all the services they want at one location said Mikko Tuomainen incharge of Finnair is Internet
1,Stonesoft sees great promise in the future of IPv
1,The combined activities will create value for shareholders and be good for our employees and customers
1,The trend in the sports and leisure markets was favorable in the first months of the year
1,We continued actively to focus RD and to position our offering away from point solutions towards dynamic endtoend solutions Ervio stated
1,NUMERIC February NUMERIC Finnish industrial machinery company Metso Oyj said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources
1,NUMERIC January NUMERIC Finnish IT solutions provider Affecto Oyj said today it has won a EUR contract from stateowned Lithuanian Social Insurance Institution
1,According to Finnish pension insurance company Varma Varma was the recipient of over two thirds of the revenue of the earningsrelated pension cover that was under competitive tendering in Finland
1,Finnish construction group Lemminkinen has been awarded two road building contracts by the Lithuanian transport administration
1,Finnish construction group YIT has been awarded a contract to install heating air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany
1,Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR in the first quarter of compared with EUR a year earlier
1,Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America
1,Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries pulp mill in Sabah Malaysia
1,Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe in China
1,Finnish Outokumpu Technology has been awarded several new grinding technology contracts
1,Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsfrbindelsen bridge in Gothenburg in Sweden
1,Lule municipality has awarded YIT a year contract for property management of about one third of the municipality is properties with a total area of sq metres
1,The shopping center to be opened in St Petersburg Russia in November NUMERIC will turn the cash flow of Finnish department store chain Stockmann is Russian operations positive for the first time in
1,According to Atria is President and CEO Matti Tikkakoski the company is Swedish operations significantly improved in the first quarter
1,According to CEO Kai Telanne the company is newspapers achieved the best financial result ever
1,According to Kesko the company agreed with the city administration about lease of the building in its resettlement and construction of a fivestar hotel Hilton for NUMERIC rooms
1,According to Nordic financial group Nordea is analyst Sami Sarkamies this makes Nokia is portfolio competitive again
1,According to Ringman Finnish paper companies have acquired knowhow and capacity in paper recycling which has turned out to be a successful strategy
1,According to Schmardin Nordea will most likely try to win customers over from other pension fund providers
1,According to the CEO of Nordea Bank Estonia Vahur Kraft Nordea Finland and Stockmann have been cooperating for more than ten years
1,Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia Canada while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinclead project in Kazakhstan
1,All of Raisio is divisions recorded an operating profit
1,And the broker repeated its buy rating based on expectations that current restructuring will lead to a clear improvement in performance in Europe in
1,Arvo Vuorenmaa the Loviisa plant is general manager said the application for the new licence was a standard procedure and that he was quite confident about approval being granted
1,As a domestic business BestIn is already close to Finnish dog owners
1,BasWare is CEO Ilkka Sihvo comments in conjunction with the Interim Report As a whole BasWare succeeded well in the second quarter of
1,Cash flow from operating activities is estimated to be positive
1,Cision says the sale will return its UK operation to profitability
1,Citigroup Inc has announced that its Global Transaction Services business has been awarded a new mandate by Finlandbased Pohjola Bank Group
1,Comptel a vendor of dynamic Operations Support System software has been selected by Orascom Telecom as partner for provisioning and activation solutions for mobile services
1,Department store sales improved by to EUR 
1,DMASIA August Benefon extends manufacturing capability with ASMobile NUMERIC Digitalmediaasiacom DMA Ltd
1,Finland is national carrier Finnair PLC carried a record million passengers in an increase of percent on the previous year the airline reported Tuesday
1,Finnair PLC carried a record million passengers in an increase of percent on the previous year the Finnish national carrier reported Tuesday
1,Finnish consulting and engineering group Poyry Plc said on Wednesday that it has been awarded a contract by Tanqia Dibba FZC as ownerengineer for the wastewater system of Dibba Emirate of Fujairah UAE
1,Finnish financial solutions developer Basware Corporation said on Tuesday that it will deliver a complete Invoice Automation solution to a large US engineering construction and technical services organization
1,Finnish handling systems company Cargotec Oyj said today that it won a EUR NUMERIC million contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping
1,Finnish operator Elisa and Aker Yards have signed a longterm service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland
1,Finnish steel maker Rautaruukki Oyj said on July NUMERIC that it won a mln euro contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg western Sweden
1,Fiskars has a strong portfolio of international brands which include Fiskars Iittala Gerber Silva and Buster
1,For Teleste the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products
1,Forestries were also higher driven by yesterday is bullish analyst comment on Stora Enso in Dagens Industri dealers said
1,Furthermore efficiency improvement measures initiated earlier are now bearing fruit CEO Jan Lang said
1,Global Banking News NUMERIC September NUMERIC Tieto Corporation and Pohjola Bank are to cooperate on SWIFT services
1,Hearst will be able to consolidate about of all Russian market for advertising in press after the purchase
1,Helsingin Uutiset Vantaan Sanomat and Lansivayla reach some readers or more than of the consumers in the greater Helsinki region
1,HELSINKI Metso said it will upgrade one of UPMKymmene is four paper machines at the latter is mill in Jaemsaenkoski with a new coating color supply system machine and process controls and quality measurements
1,However Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than NUMERIC countries Orion added
1,However the broker gave an outperform recommendation on the stock
1,However the total orders received will still be above last year levels
1,In accordance with our strategy we strengthened our local presence by establishing a representative office in South Africa in October
1,In addition Lehdentekijat Oy will start producing a new membership magazine Viisas Raha for the Association
1,In future the company intends to look for knowhow from outside the company and to cooperate with other actors in the sector
1,Industry Investment is very interested in Glaston is solar energy projects
1,It is now the leading private road ambulance service company in Finland
1,Known as Post Bank the concept would see Fidelity Bank rolling out NUMERIC offices in Ghana Post premises to provide financial services to the people
1,Kone is factory located at Ayanambakkam a suburb to the west of Chennai is a fully integrated facility which gives it the capability to address costs
1,Last year SysOpen Digia invested in IBM product knowhow in the building of portal and trading place systems and successfully implemented customer solutions supported by it
1,Oct NUMERIC Finnish consulting and engineering company Poyry Oyj said today it was awarded a EUR million extension to their existing consultancy engineering contract with Venezuel
1,Oct NUMERIC Finnish food company Raisio Oyj said today that its net profit jumped to EUR million for the first nine months of NUMERIC from EUR million for the same period of NUMERIC
1,Sep NUMERIC Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD million order to deliver its StoneGate network security products to an unnamed Russian te
1,Meanwhile ElectrowattEkono Philippines Inc was also awarded a threeyear operation and maintenance contract by FR Cement Corporation
1,Meanwhile Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout
1,Nevertheless Fitch notes that the business fundamentals of the three banks currently remain sound
1,Nokia controls more than NUMERIC percent of phone sales in India and Africa and has a strong prosition on most other emerging markets
1,NORDIC BUSINESS REPORT June Metso Corporation wins EURm equipment order in Australia COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday that it has received a EURm equipment order in Australia
1,Of the sales price a sales gain of some mln euro will be recognized in Incap is earnings for
1,Outotec is net profit for the second quarter of NUMERIC jumped to mln euro from mln euro a year ago
1,Panostaja Oyj Board of Directors decided on NUMERIC December NUMERIC on a new longterm incentive and commitment plan for members of the management team
1,Pioneer Library System was one of NUMERIC libraries municipalities arts culture and higher education and science organizations to have been awarded grants to participate in The Big Read the largest federal reading program in US history
1,Pretax profit jumped to EUR million from EUR million
1,Profitability was compared to in the previousyear period
1,Raute Corporation has received orders worth over EUR NUMERIC million from OOO Ilim Bratsk DOK in Russia
1,Recovery has been evident in the liquid handling business particularly in areas outside Europe and primarily in North America and Asia
1,Sales improved to SEK compared with SEK 
1,Savon koulutuskuntayhtyma Finland based company has awarded contract for specialist agricultural or forestry machinery
1,SKF NUMERIC April NUMERIC Alandsbanken has given a buy recommendation on Swedish industrial company SKF AB with a share price target of SEK
1,Sony Ericsson and Nokia dominated the list of bestselling handsets with five models each
1,Speaking to justdrinks today a spokesperson for Olvi said We have performed very well in all four countries we operate in namely Finland Estonia Latvia and Lithuania
1,Sports equipment sales also progressed well owing to the prolonged winter season
1,Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia
1,TELE Affarsvarlden gave a buy recommendation on mobile operator Tele AB and a share price target of NUMERIC crowns
1,That topped consensus forecasts for earnings of euros a share
1,The acquisition of Kaupthing Sverige will bring a significant positive nonrecurring addition to the group is performance
1,The acquisition will have an immediate positive impact on Aspocomp is financial result
1,The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company
1,The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State Brazil
1,The broker has initiated both Palfinger AG and Konecranes OYJ with buy recommendations with NUMERIC and NUMERIC eur price targets respectively
1,The buyer aims to thus reinforce its position in Denmark Martela Group managing director Heikki Martela said
1,The companies have agreed on longterm cooperation to mechanise harvesting in Stora Enso is eucalyptus plantations in Southern China
1,The company aims to maintain this trend in profitability during the current year
1,The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant
1,The company has established a base station at about feet at the foot of Mount Everest that will enable mountain climbers at the foot summit to surf the Internet and even send videos of their exploits
1,The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest is Global NUMERIC list of the world is most sustainable corporations
1,The company is goal is to achieve annual savings of EUR NUMERIC million of which two thirds are to be realized in
1,The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of
1,The company will also be compensated for acting as a reserve batch plant
1,The Group also has a strong global position in other fishing categories
1,The Group is cash flow from operations will be positive
1,The mill has long traditions and holds an established position in the markets
1,The move is aimed at boosting sales costefficiency and market share in Finland
1,The original name Componenta ml as a subsidiary of the Finnish Componenta Group has been changed to ml Components and the company has seen a growth in in comparison to
1,The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management
1,The pilot project proved that RIFD technology is ideal for our purposes comments Olli Saarinen Material Handling Supervisor at Yara
1,The planned facility estimated to cost around NUMERIC million would be the largest biodiesel plant in the world and use palm oil certified by the Roundtable on Sustainable Palm Oil
1,This combined with foreign investments creates interesting opportunities for Solteq
1,This is Done Logistics largest order in Norway the diversified group said
1,This resulted in improved sales figures in Sweden
1,Under the agreement GeoSentric will provide GyPSiipowered hotel information and reservation services to visitors to China including such popular cities as Beijing and Shanghai
1,Vaisala also said it expects net sales of EUR million for compared with EUR million recorded in
1,Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal
1,Wartsila won the contract in October NUMERIC and the plant will be installed at Manturovo in the Kostroma region of Russia about NUMERIC km northeast of Moscow Russia
1,We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis in the company of many of the largest software vendors in the world
1,We are now in a position to pursue novel clinical candidates going forward
1,UPMKymmene upgraded to inline from underperform by Goldman Sachs
1,Consumers have very well received our packed fresh meat
1,Demand for sports equipment was good in
1,Last year Finnair recorded a percent growth on the Asian sector carrying more than million passengers between the two continents
1,The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe
1,The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients
1,The new structure provides better communication faster decisionmaking and cost savings Proha said
1,This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries such as oil shale processing
1,We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US
1,We have tailored our solutions to meet Solel is technical requirements and the result is both costeffective manufacturing and highestquality reflectors
1,We have been feeling quite positive about the region as a whole
1,NUMERIC December NUMERIC Finnish industrial machinery company Wartsila Oyj Abp HEL WRTV said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL EIOF
1,Finlan is listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR to EUR in NUMERIC from EUR in the year before
1,Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan as well as flights between Manchester in the UK and Helsinki in Finland
1,Finnish Cargotec has been awarded a significant order for a total of NUMERIC Hiab loader cranes by BAE Systems in the US
1,Finnish Cargotec is Kalmar has received a significant order from the US Department of Defense
1,Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria
1,Finnish Pyry has been awarded an engineering contract by CFR the national railway company of Romania
1,According to a report by Neomarkka Kuitu Finland is customers are interested in buying the company is products when it restarts production
1,As a result the distribution companies will start to distribute in addition to their current product offering Shimano reels rods and other Shimano fishing tackle products on an exclusive basis
1,Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure
1,CEO Erkki Jrvinen is happy with the company is performance in
1,Deliveries have started and the network will be ready for a launch soon
1,Earnings per share for the quarter were also higher yearonyear at eur versus and above market expectations of eur
1,EBITDA for the year NUMERIC improved to EURm as compared with EURm in
1,Estonian telecoms company Elisa is customer numbers cross TALLINN Oct BNS The Estonian telecommunications company Elisa won approximately new clients in the nine months of this year bringing the number to by the end of September the company said
1,Exel Composites longterm growth prospects remain favourable however
1,fi is developing cooperation in keyword advertising with Microsoft
1,Finnish construction group Lemminkainen Oyj HEL LEMS said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg Russia
1,Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections
1,Finnish software developer Basware Oyj said on November NUMERIC its US subsidiary Basware Inc won an order to provide software for contract lifecycle management to an unnamed US medical technology company
1,However sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia Atria said
1,Incap and Lankapaja aim to enter into actual agreement to transfer the sheetmetal production to the buyer in February in order to complete the transfer on NUMERIC March
1,Mr Kivimeister said John Deer former Timberjack stands to win in the situation it controls around of Estonia is forest machinery market
1,Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers
1,Nordea sees a return to positive growth for the Baltic countries in
1,Operating profit improved by to EUR 
1,Operating profit improved by to EUR from EUR NUMERIC 
1,Operating profit improved by to ER from EUR in
1,Operating profit improved to EUR from EUR 
1,Outokumpu is chief executive Juha Rantanen expressed his confidence in China market
1,Previously the company anticipated its operating profit to improve over the same period
1,Productional situation has now improved
1,Rautaruukki said construction group YIT has awarded it a mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland
1,Sales came in at NUMERIC mln eur compared with mln and also beating consensus forecasts of NUMERIC mln eur
1,Sales VAT inclusive expanded by NUMERIC percent to NUMERIC million euros
1,Strong growth has continued also in China
1,Synergy benefits will start to materialise in the second quarter
1,Teleste and Sentry NUMERIC have formed an integration partnership between Sentry advanced degree immersive camera product line and Teleste enterprise video management systems
1,Thanks to the multiplying effect of wagon performance transport will be much more efficient says development manager Juha Malkia from VR Cargo
1,The buy recommendation was reiterated
1,The aim is to achieve EUR yearly savings
1,The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high
1,The company which makes garden tools scissors and other consumer goods said earnings were boosted by mln eur of income it received from its pct shareholding in Finnish engineering group Wartsila
1,The company anticipates its turnover for the whole NUMERIC to surpass that of the previous year when it was EUR million
1,The EPS improved to EUR NUMERIC from EUR
1,The expansion aims to attract new customers both in Finland and abroad
1,The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the BuenavistaCuautitlan suburban railway
1,The financial impact is estimated to be an annual improvement of EUR in the division is results as of fiscal year
1,The financial impact is estimated to be some MEUR annual improvement in the division is result starting from fiscal year
1,The Finnish group anticipates a sales gain of EURm after tax and expenses
1,The launch of the plant in June went well and it has been producing the advanced fuel for a couple of weeks
1,The parties have agreed to negotiate definitive distribution and license agreements by the end of June
1,The rationalization of the operations seeks to achieve over EUR NUMERIC million in yearly savings as from the second quarter of the current financial year
1,The sale which will result in a gain of some EUR NUMERIC million in the second quarter of NUMERIC for OriolaKD supports the Finnish company is strategy to focus on pharmaceutical wholesale and retail operations
1,The stock of new machines is reasonably small and new orders bring work
1,The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinclead project in Kazakhstan
1,These companies will be able to keep their market positions
1,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services
1,Turun kaupunkin Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work
1,The world is biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company is operations resulting in annual savings of some euro million US NUMERIC million
1,These moderate but significant changes resulted in a significant reduction in the estimated CVD risk
1,Uponor improved its performance in spite of the decrease in residential construction in the US
1,Israeli cable network operator HOT Telecom has chosen Teleste an international technology group as its exclusive provider of FTTx equipment in Israel according to Teleste today
1,About Marubeni Marubeni Corporation TSE NUMERIC ADR MARUY was established in and is a core company of Marubeni Group one of Japan is leading general trading houses
1,By implementing the software the Finnish Army aims to unify and improve its operations in these application areas QPR Software stated
1,Fiskars the World is NUMERIC Scissors Brand TM recently won Learning Magazine is NUMERIC Teachers Choice Award for the Classroom
1,He believes that the soyoats have a good chance of entering the UK market
1,Kai Tulonen Chief Technology Officer SysOpen Digia says We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall and we have been very satisfied with the results
1,Last year Lemminkainen completed the Kouvola Ksupermarket contract
1,Metrics in QPR ScoreCard now support date text and milestonebased values which improve its support for managing projects around performance or processrelated content
1,Other carriers and handset makers spin it as a positive event that will raise interest for higherend phones and pricier data plans
